,ops_num,game_code,circulation,ufps_num,postamt_num,sales,date
12071,121151,7105,320,2,306,15,2019-01-13
12081,119034,7105,266,2,306,207,2017-12-31
12082,121355,7105,266,2,306,107,2017-12-31
12089,121471,7105,297,2,306,52,2018-08-05
12096,117246,7105,229,2,165,15,2017-04-16
12099,125363,7105,230,2,664,20,2017-04-23
12103,127276,7105,232,2,96,19,2017-05-07
12107,117218,7105,234,2,165,38,2017-05-21
12114,117463,7105,304,2,165,39,2018-09-23
12115,117624,7105,304,2,165,49,2018-09-23
12117,119602,7105,305,2,306,59,2018-09-30
12121,127576,7105,307,2,96,36,2018-10-14
12123,115583,7105,307,2,484,48,2018-10-14
12126,119192,7105,307,2,306,27,2018-10-14
12129,111622,7105,224,2,224,17,2017-03-12
12131,125222,7105,225,2,664,31,2017-03-19
12132,125363,7105,225,2,664,34,2017-03-19
12135,111398,7105,226,2,224,16,2017-03-26
12138,105066,7105,268,2,224,16,2018-01-14
12139,117648,7105,269,2,165,29,2018-01-21
12140,123557,7105,269,2,664,39,2018-01-21
12143,109382,7105,270,2,484,59,2018-01-28
12156,121374,7105,303,2,306,39,2018-09-16
12161,105554,7105,239,2,224,26,2017-06-25
12162,115598,7105,239,2,165,35,2017-06-25
12167,124365,7105,241,2,664,19,2017-07-09
12171,121552,7105,277,2,306,30,2018-03-18
12182,105264,7105,208,2,224,19,2016-11-20
12188,125475,7105,261,2,664,31,2017-11-26
12194,115682,7105,263,2,484,24,2017-12-10
12199,129164,7105,265,2,96,68,2017-12-24
12200,121293,7105,265,2,306,18,2017-12-24
12204,129323,7105,292,2,96,43,2018-07-01
12207,117648,7105,294,2,165,21,2018-07-15
12213,109382,7105,322,2,484,53,2019-01-27
12220,127422,7105,235,2,96,33,2017-05-28
12230,109263,7105,240,2,484,10,2017-07-02
12231,115455,7105,276,2,484,73,2018-03-11
12232,111524,7105,276,2,224,39,2018-03-11
12239,125222,7105,311,2,664,48,2018-11-11
12247,125362,7105,212,2,664,19,2016-12-18
12248,121552,7105,213,2,306,10,2016-12-25
12251,127081,7105,242,2,96,35,2017-07-16
12254,123376,7105,243,2,664,17,2017-07-23
12255,124575,7105,245,2,664,28,2017-08-06
12259,125627,7105,246,2,664,21,2017-08-13
12267,109383,7105,248,2,484,29,2017-08-27
12272,105568,7105,282,2,224,59,2018-04-22
12273,127576,7105,312,2,96,24,2018-11-18
12277,109462,7105,313,2,484,22,2018-11-25
12279,125239,7105,314,2,664,55,2018-12-02
12280,125222,7105,315,2,664,45,2018-12-09
12283,125430,7105,261,2,664,24,2017-11-26
12288,115583,7105,263,2,484,36,2017-12-10
12290,117405,7105,263,2,165,52,2017-12-10
12293,119619,7105,264,2,306,61,2017-12-17
12294,109382,7105,264,2,484,75,2017-12-17
12298,115583,7105,292,2,484,32,2018-07-01
12300,115409,7105,293,2,165,17,2018-07-08
12302,121293,7105,294,2,306,25,2018-07-15
12319,109383,7105,269,2,484,30,2018-01-21
12325,129164,7105,300,2,96,55,2018-08-26
12328,105568,7105,302,2,224,60,2018-09-09
12334,115372,7105,249,2,165,43,2017-09-03
12339,127474,7105,250,2,96,29,2017-09-10
12345,125362,7105,317,2,664,17,2018-12-23
12349,129110,7105,206,2,96,32,2016-11-06
12351,123308,7105,296,2,664,24,2018-07-29
12363,123308,7105,256,2,664,30,2017-10-22
12377,125476,7105,289,2,664,33,2018-06-10
12389,127081,7105,232,2,96,38,2017-05-07
12390,111250,7105,233,2,224,14,2017-05-14
12396,105043,7105,273,2,224,70,2018-02-18
12397,124489,7105,273,2,664,32,2018-02-18
12398,125363,7105,273,2,664,33,2018-02-18
12402,109429,7105,274,2,484,91,2018-02-25
12406,105554,7105,304,2,224,37,2018-09-23
12416,105264,7105,307,2,224,20,2018-10-14
12417,117405,7105,307,2,165,34,2018-10-14
12421,121151,7105,243,2,306,33,2017-07-23
12422,111524,7105,243,2,224,10,2017-07-23
12427,124365,7105,246,2,664,24,2017-08-13
12431,127276,7105,279,2,96,58,2018-04-01
12438,125363,7105,312,2,664,55,2018-11-18
12450,117463,7105,315,2,165,25,2018-12-09
12452,121293,7105,208,2,306,6,2016-11-20
12454,121151,7105,212,2,306,18,2016-12-18
12471,121374,7105,292,2,306,45,2018-07-01
12475,125362,7105,295,2,664,24,2018-07-22
12477,127276,7105,321,2,96,42,2019-01-20
12482,109383,7105,322,2,484,30,2019-01-27
12483,129164,7105,322,2,96,58,2019-01-27
12486,119619,7105,322,2,306,51,2019-01-27
12487,127204,7105,323,2,96,32,2019-02-03
12488,115583,7105,249,2,484,19,2017-09-03
12490,127276,7105,249,2,96,41,2017-09-03
12491,127410,7105,249,2,96,5,2017-09-03
12501,121374,7105,286,2,306,36,2018-05-20
12503,121374,7105,317,2,306,34,2018-12-23
12506,129110,7105,236,2,96,41,2017-06-04
12507,129164,7105,236,2,96,30,2017-06-04
12509,119192,7105,238,2,306,30,2017-06-18
12524,127495,7105,308,2,96,40,2018-10-21
12525,125430,7105,308,2,664,48,2018-10-21
12550,105568,7105,304,2,224,64,2018-09-23
12564,111524,7105,216,2,224,20,2017-01-15
12574,121471,7105,296,2,306,52,2018-07-29
12584,125475,7105,255,2,664,24,2017-10-15
12601,119311,7105,288,2,306,41,2018-06-03
12603,125430,7105,289,2,664,36,2018-06-10
12609,124575,7105,291,2,664,32,2018-06-24
12610,127495,7105,319,2,96,44,2019-01-06
12622,127081,7105,245,2,96,23,2017-08-06
12623,125502,7105,246,2,664,16,2017-08-13
12624,127474,7105,247,2,96,22,2017-08-20
12626,119311,7105,279,2,306,45,2018-04-01
12629,115088,7105,280,2,484,35,2018-04-08
12636,109383,7105,282,2,484,37,2018-04-22
12640,115455,7105,314,2,484,27,2018-12-02
12642,111524,7105,314,2,224,18,2018-12-02
12645,127434,7105,255,2,96,42,2017-10-15
12647,117218,7105,255,2,165,40,2017-10-15
12650,119619,7105,256,2,306,55,2017-10-22
12651,119192,7105,257,2,306,48,2017-10-29
12657,105005,7105,259,2,224,50,2017-11-12
12660,111398,7105,260,2,224,24,2017-11-19
12662,125565,7105,260,2,664,13,2017-11-19
12672,109518,7105,291,2,484,17,2018-06-24
12674,121374,7105,215,2,306,23,2017-01-08
12686,117133,7105,299,2,165,38,2018-08-19
12694,121374,7105,320,2,306,40,2019-01-13
12704,129110,7105,238,2,96,28,2017-06-18
12707,105264,7105,276,2,224,23,2018-03-11
12710,123308,7105,278,2,664,38,2018-03-25
12713,117624,7105,308,2,165,39,2018-10-21
12715,127081,7105,308,2,96,60,2018-10-21
12717,123098,7105,311,2,664,14,2018-11-11
12718,115598,7105,224,2,165,64,2017-03-12
12719,115035,7105,224,2,165,12,2017-03-12
12727,121108,7105,270,2,306,29,2018-01-28
12733,125239,7105,251,2,664,39,2017-09-17
12734,125222,7105,251,2,664,48,2017-09-17
12736,125627,7105,251,2,664,15,2017-09-17
12740,117624,7105,253,2,165,30,2017-10-01
12756,125476,7105,262,2,664,38,2017-12-03
12760,125476,7105,265,2,664,28,2017-12-24
12775,121151,7105,272,2,306,11,2018-02-11
12777,127422,7105,272,2,96,42,2018-02-11
12785,121293,7105,305,2,306,31,2018-09-30
12788,107589,7105,306,2,224,35,2018-10-07
12791,121552,7105,307,2,306,12,2018-10-14
12797,105523,7105,300,2,224,26,2018-08-26
12798,119049,7105,300,2,306,27,2018-08-26
12805,109429,7105,303,2,484,57,2018-09-16
12807,127434,7105,215,2,96,64,2017-01-08
12818,105523,7105,266,2,224,410,2017-12-31
12827,111250,7105,209,2,224,13,2016-11-27
12829,125222,7105,210,2,664,16,2016-12-04
12847,127410,7105,294,2,96,26,2018-07-15
12865,111250,7105,231,2,224,16,2017-04-30
12874,127081,7105,273,2,96,61,2018-02-18
12879,115035,7105,304,2,165,13,2018-09-23
12887,124365,7105,255,2,664,35,2017-10-15
12891,127427,7105,257,2,96,27,2017-10-29
12902,123308,7105,289,2,664,32,2018-06-10
12904,127474,7105,320,2,96,46,2019-01-13
12906,125363,7105,320,2,664,44,2019-01-13
12909,115455,7105,243,2,484,15,2017-07-23
12923,127410,7105,247,2,96,5,2017-08-20
12927,121151,7105,248,2,306,27,2017-08-27
12945,125627,7105,314,2,664,19,2018-12-02
12948,115598,7105,283,2,165,33,2018-04-29
12954,105523,7105,286,2,224,24,2018-05-20
12956,119311,7105,316,2,306,38,2018-12-16
12958,109382,7105,317,2,484,35,2018-12-23
12968,127204,7105,241,2,96,19,2017-07-09
12980,125362,7105,311,2,664,23,2018-11-11
12982,105005,7105,222,2,224,19,2017-02-26
12983,121293,7105,223,2,306,26,2017-03-05
12990,115088,7105,268,2,484,31,2018-01-14
12991,115138,7105,269,2,484,35,2018-01-21
12994,119619,7105,270,2,306,84,2018-01-28
12997,111398,7105,271,2,224,34,2018-02-04
13001,127474,7105,303,2,96,52,2018-09-16
13002,125502,7105,303,2,664,65,2018-09-16
13005,109383,7105,303,2,484,44,2018-09-16
13008,105264,7105,236,2,224,23,2017-06-04
13030,125362,7105,310,2,664,13,2018-11-04
13032,123308,7105,242,2,664,18,2017-07-16
13033,109429,7105,246,2,484,25,2017-08-13
13037,127427,7105,279,2,96,22,2018-04-01
13044,111622,7105,313,2,224,19,2018-11-25
13048,125502,7105,314,2,664,19,2018-12-02
13050,125627,7105,315,2,664,27,2018-12-09
13053,115409,7105,261,2,165,40,2017-11-26
13061,105523,7105,264,2,224,37,2017-12-17
13070,115682,7105,295,2,484,19,2018-07-22
13091,127576,7105,269,2,96,45,2018-01-21
13092,127410,7105,269,2,96,25,2018-01-21
13104,115455,7105,302,2,484,14,2018-09-09
13107,129110,7105,303,2,96,51,2018-09-16
13116,107589,7105,254,2,224,31,2017-10-08
13120,109383,7105,284,2,484,9,2018-05-06
13122,127576,7105,284,2,96,26,2018-05-06
13132,119619,7105,218,2,306,23,2017-01-29
13142,127410,7105,296,2,96,14,2018-07-29
13144,109518,7105,297,2,484,25,2018-08-05
13147,109429,7105,299,2,484,53,2018-08-19
13148,123376,7105,255,2,664,19,2017-10-15
13152,117624,7105,256,2,165,34,2017-10-22
13153,117036,7105,257,2,165,24,2017-10-29
13154,105554,7105,258,2,224,29,2017-11-05
13157,121355,7105,259,2,306,10,2017-11-12
13162,125362,7105,287,2,664,21,2018-05-27
13165,127410,7105,289,2,96,19,2018-06-10
13171,129164,7105,291,2,96,51,2018-06-24
13177,125502,7105,230,2,664,17,2017-04-23
13179,127422,7105,232,2,96,29,2017-05-07
13180,127276,7105,233,2,96,20,2017-05-14
13194,117405,7105,304,2,165,34,2018-09-23
13203,119034,7105,307,2,306,19,2018-10-14
13204,121293,7105,307,2,306,20,2018-10-14
13209,124460,7105,230,2,664,19,2017-04-23
13213,125239,7105,218,2,664,58,2017-01-29
13222,117133,7105,239,2,165,15,2017-06-25
13224,109383,7105,240,2,484,17,2017-07-02
13229,117218,7105,266,2,165,110,2017-12-31
13232,125222,7105,267,2,664,115,2018-01-07
13242,109263,7105,308,2,484,26,2018-10-21
13256,105523,7105,299,2,224,31,2018-08-19
13261,121471,7105,273,2,306,24,2018-02-18
13262,115138,7105,274,2,484,26,2018-02-25
13264,129110,7105,274,2,96,114,2018-02-25
13275,115409,7105,306,2,165,21,2018-10-07
13279,119049,7105,307,2,306,29,2018-10-14
13280,127434,7105,307,2,96,57,2018-10-14
13281,111250,7105,256,2,224,31,2017-10-22
13284,124460,7105,258,2,664,30,2017-11-05
13287,129338,7105,259,2,96,17,2017-11-12
13296,115035,7105,290,2,165,16,2018-06-17
13298,124460,7105,320,2,664,66,2019-01-13
13303,129281,7105,320,2,96,51,2019-01-13
13321,127474,7105,262,2,96,39,2017-12-03
13322,127422,7105,262,2,96,59,2017-12-03
13333,105554,7105,294,2,224,28,2018-07-15
13336,121108,7105,322,2,306,13,2019-01-27
13342,123557,7105,224,2,664,36,2017-03-12
13346,127276,7105,225,2,96,17,2017-03-19
13347,121293,7105,226,2,306,13,2017-03-26
13357,115682,7105,300,2,484,23,2018-08-26
13359,115583,7105,300,2,484,44,2018-08-26
13360,115372,7105,300,2,165,82,2018-08-26
13363,115372,7105,302,2,165,61,2018-09-09
13367,109383,7105,249,2,484,28,2017-09-03
13375,115598,7105,252,2,165,52,2017-09-24
13380,124365,7105,253,2,664,23,2017-10-01
13390,129281,7105,316,2,96,21,2018-12-16
13396,127204,7105,318,2,96,164,2018-12-30
13401,129323,7105,243,2,96,43,2017-07-23
13417,127204,7105,281,2,96,29,2018-04-15
13424,105043,7105,313,2,224,19,2018-11-25
13435,105005,7105,217,2,224,22,2017-01-22
13440,109518,7105,267,2,484,16,2018-01-07
13457,105264,7105,211,2,224,10,2016-12-11
13460,123098,7105,213,2,664,9,2016-12-25
13462,127410,7105,255,2,96,13,2017-10-15
13465,127204,7105,257,2,96,23,2017-10-29
13483,127410,7105,265,2,96,18,2017-12-24
13484,121355,7105,265,2,306,14,2017-12-24
13485,109382,7105,265,2,484,76,2017-12-24
13488,125627,7105,289,2,664,12,2018-06-10
13490,105554,7105,291,2,224,35,2018-06-24
13494,125430,7105,292,2,664,26,2018-07-01
13497,121552,7105,292,2,306,84,2018-07-01
13502,109382,7105,295,2,484,45,2018-07-22
13509,119049,7105,322,2,306,41,2019-01-27
13511,121355,7105,229,2,306,14,2017-04-16
13517,117648,7105,232,2,165,15,2017-05-07
13518,119034,7105,232,2,306,28,2017-05-07
13531,119619,7105,275,2,306,47,2018-03-04
13532,109429,7105,275,2,484,26,2018-03-04
13537,121355,7105,249,2,306,18,2017-09-03
13539,129281,7105,252,2,96,13,2017-09-24
13549,111524,7105,306,2,224,21,2018-10-07
13555,109383,7105,285,2,484,25,2018-05-13
13558,125222,7105,286,2,664,64,2018-05-20
13559,109383,7105,286,2,484,21,2018-05-20
13570,125502,7105,243,2,664,22,2017-07-23
13574,123557,7105,243,2,664,14,2017-07-23
13581,121108,7105,246,2,306,8,2017-08-13
13585,125362,7105,248,2,664,15,2017-08-27
13592,129110,7105,282,2,96,57,2018-04-22
13593,105523,7105,282,2,224,30,2018-04-22
13595,115583,7105,282,2,484,48,2018-04-22
13596,111250,7105,235,2,224,26,2017-05-28
13604,119034,7105,240,2,306,11,2017-07-02
13615,117463,7105,276,2,165,17,2018-03-11
13619,117218,7105,276,2,165,74,2018-03-11
13620,124489,7105,277,2,664,54,2018-03-18
13621,105005,7105,278,2,224,59,2018-03-25
13625,129338,7105,278,2,96,22,2018-03-25
13628,105264,7105,308,2,224,24,2018-10-21
13633,129272,7105,310,2,96,17,2018-11-04
13636,119619,7105,310,2,306,40,2018-11-04
13637,107589,7105,311,2,224,26,2018-11-11
13639,119192,7105,223,2,306,19,2017-03-05
13646,129110,7105,269,2,96,70,2018-01-21
13650,125222,7105,271,2,664,84,2018-02-04
13653,123557,7105,314,2,664,28,2018-12-02
13656,129338,7105,315,2,96,15,2018-12-09
13665,109548,7105,303,2,484,24,2018-09-16
13668,109429,7105,236,2,484,30,2017-06-04
13669,124575,7105,237,2,664,16,2017-06-11
13675,127204,7105,240,2,96,11,2017-07-02
13680,115598,7105,276,2,165,86,2018-03-11
13685,127427,7105,278,2,96,45,2018-03-25
13689,105554,7105,309,2,224,30,2018-10-28
13698,117624,7105,230,2,165,21,2017-04-23
13707,105554,7105,273,2,224,54,2018-02-18
13710,125222,7105,273,2,664,113,2018-02-18
13714,121471,7105,306,2,306,73,2018-10-07
13715,129272,7105,307,2,96,22,2018-10-14
13717,127204,7105,307,2,96,27,2018-10-14
13724,119049,7105,219,2,306,10,2017-02-05
13727,129272,7105,267,2,96,19,2018-01-07
13733,105066,7105,298,2,224,18,2018-08-12
13736,117648,7105,256,2,165,9,2017-10-22
13738,124460,7105,256,2,664,34,2017-10-22
13742,125502,7105,258,2,664,17,2017-11-05
13748,109518,7105,288,2,484,28,2018-06-03
13750,105043,7105,288,2,224,23,2018-06-03
13753,121552,7105,288,2,306,18,2018-06-03
13755,127474,7105,290,2,96,42,2018-06-17
13757,124575,7105,320,2,664,34,2019-01-13
13758,105043,7105,320,2,224,26,2019-01-13
13763,129281,7105,246,2,96,17,2017-08-13
13764,115138,7105,247,2,484,21,2017-08-20
13772,115138,7105,280,2,484,17,2018-04-08
13776,105043,7105,282,2,224,18,2018-04-22
13789,117133,7105,212,2,165,73,2016-12-18
13803,109548,7105,292,2,484,9,2018-07-01
13811,115372,7105,323,2,165,53,2019-02-03
13814,117463,7105,224,2,165,53,2017-03-12
13816,127434,7105,225,2,96,30,2017-03-19
13823,115035,7105,268,2,165,19,2018-01-14
13835,111622,7105,301,2,224,17,2018-09-02
13837,105523,7105,302,2,224,28,2018-09-09
13847,117246,7105,252,2,165,17,2017-09-24
13851,124575,7105,253,2,664,14,2017-10-01
13865,125475,7105,242,2,664,16,2017-07-16
13871,109383,7105,245,2,484,17,2017-08-06
13873,105043,7105,247,2,224,26,2017-08-20
13874,109263,7105,247,2,484,21,2017-08-20
13879,121087,7105,248,2,306,14,2017-08-27
13884,117218,7105,280,2,165,36,2018-04-08
13889,125222,7105,313,2,664,115,2018-11-25
13898,124489,7105,226,2,664,16,2017-03-26
13908,121087,7105,270,2,306,12,2018-01-28
13916,117648,7105,302,2,165,23,2018-09-09
13920,129110,7105,237,2,96,32,2017-06-11
13923,129281,7105,238,2,96,19,2017-06-18
13924,117405,7105,238,2,165,15,2017-06-18
13927,121374,7105,240,2,306,23,2017-07-02
13934,127495,7105,276,2,96,71,2018-03-11
13940,127495,7105,278,2,96,47,2018-03-25
13942,109429,7105,309,2,484,60,2018-10-28
13945,109382,7105,311,2,484,43,2018-11-11
13946,127276,7105,311,2,96,26,2018-11-11
13947,125430,7105,311,2,664,26,2018-11-11
13955,111524,7105,234,2,224,23,2017-05-21
13956,125430,7105,272,2,664,41,2018-02-11
13969,125502,7105,306,2,664,25,2018-10-07
13976,119311,7105,210,2,306,17,2016-12-04
13981,123376,7105,212,2,664,18,2016-12-18
13984,121151,7105,249,2,306,8,2017-09-03
13986,115372,7105,250,2,165,45,2017-09-10
13987,127276,7105,250,2,96,45,2017-09-10
13988,117405,7105,250,2,165,27,2017-09-10
13995,129281,7105,253,2,96,17,2017-10-01
13998,124575,7105,254,2,664,17,2017-10-08
14009,115455,7105,260,2,484,18,2017-11-19
14012,124460,7105,287,2,664,45,2018-05-27
14022,123308,7105,320,2,664,82,2019-01-13
14025,124460,7105,218,2,664,43,2017-01-29
14030,119192,7105,266,2,306,114,2017-12-31
14034,125239,7105,297,2,664,30,2018-08-05
14038,127410,7105,298,2,96,24,2018-08-12
14039,127495,7105,298,2,96,28,2018-08-12
14045,109383,7105,261,2,484,31,2017-11-26
14048,117463,7105,262,2,165,24,2017-12-03
14049,117648,7105,264,2,165,16,2017-12-17
14059,127204,7105,295,2,96,21,2018-07-22
14068,119602,7105,323,2,306,72,2019-02-03
14069,117246,7105,283,2,165,66,2018-04-29
14072,105554,7105,284,2,224,23,2018-05-06
14093,127204,7105,289,2,96,23,2018-06-10
14100,105264,7105,320,2,224,15,2019-01-13
14102,105568,7105,320,2,224,62,2019-01-13
14106,125363,7105,210,2,664,32,2016-12-04
14112,121108,7105,214,2,306,28,2017-01-01
14118,127081,7105,262,2,96,30,2017-12-03
14120,119034,7105,263,2,306,30,2017-12-10
14126,121293,7105,216,2,306,22,2017-01-15
14136,121293,7105,292,2,306,21,2018-07-01
14154,125475,7105,322,2,664,31,2019-01-27
14162,109429,7105,228,2,484,14,2017-04-09
14168,117405,7105,269,2,165,51,2018-01-21
14170,115597,7105,271,2,484,63,2018-02-04
14177,119192,7105,302,2,306,35,2018-09-09
14181,127204,7105,235,2,96,36,2017-05-28
14183,119619,7105,236,2,306,38,2017-06-04
14193,115598,7105,240,2,165,33,2017-07-02
14202,127204,7105,278,2,96,40,2018-03-25
14206,129323,7105,310,2,96,39,2018-11-04
14207,117133,7105,249,2,165,28,2017-09-03
14208,115409,7105,249,2,165,25,2017-09-03
14213,115455,7105,252,2,484,16,2017-09-24
14215,127081,7105,253,2,96,33,2017-10-01
14218,121552,7105,254,2,306,8,2017-10-08
14221,121151,7105,283,2,306,20,2018-04-29
14222,124489,7105,283,2,664,45,2018-04-29
14228,105554,7105,285,2,224,32,2018-05-13
14232,109429,7105,316,2,484,32,2018-12-16
14234,127495,7105,317,2,96,31,2018-12-23
14237,117463,7105,229,2,165,28,2017-04-16
14238,105568,7105,230,2,224,42,2017-04-23
14248,123098,7105,273,2,664,26,2018-02-18
14249,125430,7105,274,2,664,56,2018-02-25
14261,124575,7105,306,2,664,23,2018-10-07
14264,117133,7105,306,2,165,31,2018-10-07
14269,117624,7105,242,2,165,24,2017-07-16
14274,125475,7105,244,2,664,18,2017-07-30
14277,121374,7105,245,2,306,18,2017-08-06
14293,109462,7105,312,2,484,29,2018-11-18
14295,109382,7105,312,2,484,54,2018-11-18
14299,127495,7105,314,2,96,18,2018-12-02
14303,109383,7105,242,2,484,19,2017-07-16
14306,127410,7105,243,2,96,14,2017-07-23
14311,117218,7105,246,2,165,34,2017-08-13
14312,124460,7105,247,2,664,20,2017-08-20
14318,127576,7105,280,2,96,34,2018-04-08
14332,105554,7105,267,2,224,31,2018-01-07
14337,127474,7105,297,2,96,27,2018-08-05
14338,115455,7105,298,2,484,15,2018-08-12
14342,109382,7105,249,2,484,28,2017-09-03
14344,119049,7105,250,2,306,28,2017-09-10
14349,129164,7105,251,2,96,38,2017-09-17
14353,121087,7105,252,2,306,13,2017-09-24
14359,111250,7105,254,2,224,17,2017-10-08
14362,115088,7105,213,2,484,18,2016-12-25
14364,105568,7105,261,2,224,63,2017-11-26
14372,109382,7105,283,2,484,79,2018-04-29
14376,119034,7105,285,2,306,27,2018-05-13
14378,124489,7105,286,2,664,38,2018-05-20
14380,109429,7105,286,2,484,32,2018-05-20
14385,107589,7105,318,2,224,300,2018-12-30
14386,117648,7105,255,2,165,15,2017-10-15
14389,117218,7105,256,2,165,41,2017-10-22
14396,125222,7105,259,2,664,73,2017-11-12
14398,115597,7105,259,2,484,49,2017-11-12
14400,117218,7105,260,2,165,20,2017-11-19
14406,109383,7105,293,2,484,20,2018-07-08
14413,105066,7105,287,2,224,11,2018-05-27
14415,109518,7105,289,2,484,35,2018-06-10
14420,115598,7105,290,2,165,24,2018-06-17
14424,115088,7105,291,2,484,16,2018-06-24
14430,119602,7105,322,2,306,72,2019-01-27
14431,124460,7105,322,2,664,47,2019-01-27
14437,111250,7105,320,2,224,63,2019-01-13
14438,125476,7105,229,2,664,13,2017-04-16
14441,127427,7105,232,2,96,17,2017-05-07
14442,109462,7105,233,2,484,27,2017-05-14
14447,127422,7105,234,2,96,33,2017-05-21
14456,129272,7105,268,2,96,58,2018-01-14
14462,117133,7105,270,2,165,65,2018-01-28
14467,129110,7105,301,2,96,51,2018-09-02
14474,121108,7105,235,2,306,9,2017-05-28
14476,109383,7105,237,2,484,8,2017-06-11
14478,109263,7105,238,2,484,21,2017-06-18
14486,115583,7105,241,2,484,27,2017-07-09
14491,125627,7105,272,2,664,21,2018-02-11
14501,109548,7105,304,2,484,16,2018-09-23
14502,123308,7105,304,2,664,48,2018-09-23
14503,119602,7105,304,2,306,52,2018-09-23
14504,121471,7105,305,2,306,56,2018-09-30
14505,109518,7105,306,2,484,23,2018-10-07
14532,129110,7105,244,2,96,27,2017-07-30
14535,121355,7105,245,2,306,23,2017-08-06
14545,111250,7105,279,2,224,26,2018-04-01
14547,125222,7105,279,2,664,128,2018-04-01
14562,115682,7105,315,2,484,16,2018-12-09
14563,121087,7105,315,2,306,14,2018-12-09
14564,125222,7105,215,2,664,65,2017-01-08
14571,119619,7105,221,2,306,22,2017-02-19
14580,127474,7105,266,2,96,301,2017-12-31
14581,109518,7105,266,2,484,258,2017-12-31
14582,125363,7105,266,2,664,361,2017-12-31
14587,117648,7105,298,2,165,26,2018-08-12
14588,111524,7105,298,2,224,19,2018-08-12
14591,125363,7105,299,2,664,45,2018-08-19
14593,125502,7105,261,2,664,24,2017-11-26
14595,125627,7105,262,2,664,22,2017-12-03
14606,119192,7105,264,2,306,60,2017-12-17
14623,115035,7105,249,2,165,31,2017-09-03
14628,109429,7105,251,2,484,42,2017-09-17
14631,105568,7105,251,2,224,57,2017-09-17
14639,124489,7105,256,2,664,41,2017-10-22
14641,109429,7105,255,2,484,47,2017-10-15
14646,117133,7105,258,2,165,36,2017-11-05
14655,129110,7105,285,2,96,27,2018-05-13
14656,121374,7105,285,2,306,32,2018-05-13
14659,125362,7105,289,2,664,24,2018-06-10
14663,121087,7105,290,2,306,11,2018-06-17
14667,125565,7105,291,2,664,10,2018-06-24
14675,127422,7105,317,2,96,35,2018-12-23
14680,129164,7105,222,2,96,68,2017-02-26
14682,127427,7105,225,2,96,22,2017-03-19
14686,127422,7105,228,2,96,22,2017-04-09
14689,119311,7105,268,2,306,62,2018-01-14
14692,125627,7105,269,2,664,34,2018-01-21
14695,105066,7105,301,2,224,17,2018-09-02
14699,111622,7105,302,2,224,15,2018-09-09
14701,105554,7105,303,2,224,33,2018-09-16
14710,124365,7105,273,2,664,47,2018-02-18
14711,121471,7105,272,2,306,14,2018-02-11
14716,109382,7105,304,2,484,55,2018-09-23
14719,105568,7105,306,2,224,60,2018-10-07
14727,117405,7105,237,2,165,19,2017-06-11
14729,105523,7105,239,2,224,26,2017-06-25
14736,127204,7105,310,2,96,21,2018-11-04
14742,125363,7105,311,2,664,42,2018-11-11
14747,125222,7105,213,2,664,64,2016-12-25
14749,125362,7105,214,2,664,60,2017-01-01
14751,105523,7105,261,2,224,25,2017-11-26
14754,124460,7105,262,2,664,56,2017-12-03
14760,117133,7105,293,2,165,34,2018-07-08
14763,127576,7105,295,2,96,31,2018-07-22
14767,121552,7105,323,2,306,23,2019-02-03
14780,109518,7105,249,2,484,18,2017-09-03
14783,111250,7105,250,2,224,21,2017-09-10
14795,115372,7105,283,2,165,65,2018-04-29
14796,125565,7105,284,2,664,12,2018-05-06
14798,105043,7105,286,2,224,20,2018-05-20
14800,125362,7105,286,2,664,25,2018-05-20
14802,115372,7105,313,2,165,70,2018-11-25
14803,119049,7105,314,2,306,31,2018-12-02
14807,115035,7105,316,2,165,18,2018-12-16
14809,109388,7105,317,2,484,7,2018-12-23
14812,129164,7105,317,2,96,64,2018-12-23
14825,129272,7105,234,2,96,35,2017-05-21
14827,129272,7105,273,2,96,27,2018-02-18
14832,121355,7105,274,2,306,24,2018-02-25
14837,123098,7105,304,2,664,22,2018-09-23
14854,111250,7105,228,2,224,14,2017-04-09
14856,117624,7105,268,2,165,61,2018-01-14
14874,127422,7105,236,2,96,20,2017-06-04
14875,109382,7105,237,2,484,22,2017-06-11
14891,109383,7105,276,2,484,45,2018-03-11
14892,117648,7105,276,2,165,76,2018-03-11
14899,125222,7105,310,2,664,83,2018-11-04
14902,127427,7105,311,2,96,28,2018-11-11
14903,111622,7105,216,2,224,13,2017-01-15
14906,105043,7105,220,2,224,20,2017-02-12
14913,127204,7105,258,2,96,13,2017-11-05
14914,119192,7105,258,2,306,57,2017-11-05
14918,105066,7105,260,2,224,6,2017-11-19
14922,125239,7105,260,2,664,25,2017-11-19
14925,111622,7105,290,2,224,14,2018-06-17
14930,117218,7105,320,2,165,28,2019-01-13
14937,115682,7105,299,2,484,25,2018-08-19
14938,123308,7105,299,2,664,52,2018-08-19
14948,127576,7105,260,2,96,34,2017-11-19
14952,121108,7105,290,2,306,14,2018-06-17
14955,107589,7105,319,2,224,13,2019-01-06
14956,119049,7105,319,2,306,23,2019-01-06
14957,127495,7105,320,2,96,15,2019-01-13
14965,105005,7105,249,2,224,12,2017-09-03
14973,111524,7105,253,2,224,14,2017-10-01
14979,115138,7105,283,2,484,26,2018-04-29
14981,129164,7105,285,2,96,85,2018-05-13
14998,117648,7105,224,2,165,25,2017-03-12
15001,129272,7105,225,2,96,30,2017-03-19
